Block 8640 (size 294)
+------+-------------------------------+-------------------------------+------------+------------+-------------------------------+
|      | handle                        | display_name                  |   fs_count |   fg_count | description                   |
| 2563 | jordanwrites.bsky.social       | Jordan                            |         23 |         22 | I like to eat kolach    |
| 2239 | vanjajaja1.bsky.social         | Vanja 🥸                          |         52 |        113 | Religious Affiliatio    |
| 3294 | shawnleary.bsky.social         | Shawn Leary                       |         46 |        144 | cryptoart collector     |
|  520 | techienaut.com                 | Techienaut                       |         50 |        140 | ❤️💻 Building an open    |
| 2583 | joz.bsky.social                | Jourdan Keillor                   |         47 |         48 | •“Head of systems”•*    |
| 2992 | velarde.ws                     | Fernando Velarde                  |         38 |        137 | Graphic Designer, SE    |
| 1912 | nik3.bsky.social               | Pro Bodybuilder                   |         31 |         72 | Let’s get fit!          |
| 2598 | brandonhoward.bsky.social      | Brandon Howard                    |         48 |         80 | What it do baby         |
| 2977 | pidock.bsky.social             |                                   |         24 |         57 |                         |
|  558 | jpinel.bsky.social             | Jay Pinel                         |         33 |        132 | I like to try things    |
| 2039 | shrum.bsky.social              | Scott Shrum                       |         27 |         28 | NJ guy who somehow s    |
|  552 | piwo.rocks                     | breakgimme                        |         30 |         51 |                         |
| 2837 | monuryurdal.bsky.social        | Mustafa Onur Yurdal               |         29 |         35 | PhD Candidate in Cur    |
| 2073 | metaohm.bsky.social            | metaohm                           |         22 |         47 |                         |
|  686 | zsy.bsky.social                | Zach                              |         22 |         24 | I travel a lot and I    |
|  754 | clausy.bsky.social             | Claus M                           |         27 |         50 | My first computer wa    |
| 2824 | sidewaysview.bsky.social       | Sidewaysview                      |         24 |         64 | Artist, leftie, quee    |
| 2775 | andyarg.bsky.social            | Andyarg                           |         23 |         33 | I love New York         |
| 2753 | carltonhimself.bsky.social     | carltonhimself                    |         33 |         36 | Ad guy who cusses in    |
+------+--------------------------------+-----------------------------------+------------+------------+-------------------------+


Block 2967 (size 53)
+------+-----------------------------+------------------------------+------------+------------+-------------------------+
|      | handle                      | display_name                 |   fs_count |   fg_count | description             |
|------+-----------------------------+------------------------------+------------+------------+-------------------------|
| 3680 | 0xrohan.bsky.social         | rohan                        |         41 |         40 | the sky in my banner    |
| 3738 | beans.bsky.social           | Bollinger Beans              |         43 |         30 | Futures Trader          |
| 5882 | coop.bsky.social            |                              |         24 |         11 |                         |
| 4347 | shampoo.bsky.social         | simon                        |         25 |         15 | www.simonshampoo.ioc    |
| 2142 | neesee.bsky.social          | Neesee🎮🌸                   |         28 |         22 |                         |
| 3701 | catgirl.bsky.social         | Crypto Catgirl 🐈‍⬛          |         26 |         16 | Stealcam model and c    |
|  747 | financefrank.bsky.social    | Frank Reynolds (The Warthog) |         33 |         15 | TrashMan Trader • Ca    |
|  438 | tiktokinvestors.bsky.social | TTI                          |         25 |          4 | We curate cringy & f    |
| 3559 | qtmoses.bsky.social         | t.oak                        |         33 |         35 | Techno, Rust, Solana    |
| 3844 | testinprodcap.bsky.social   | tipc                         |         28 |         12 | bluesky arc             |
| 1279 | tjd.bsky.social             | Theo Diamandis               |         26 |         13 | Optimizing stuff        |
| 1020 | pataguccigirl.bsky.social   | tina 🍄                      |         21 |          4 |                         |
|  405 | april.bsky.social           | april                        |         25 |          6 |                         |
| 3781 | terence.bsky.social         | terence                      |         23 |          8 | irrational and insol    |
| 3088 | 3lpsy.bsky.social           | Ξlpsy Kongroo                |         27 |         55 | Crypto Cowboy in Cyb    |
| 2144 | uhh.bsky.social             |                              |         22 |          4 |                         |
|  321 | joanna7459.bsky.social      | Joanna                       |         32 |         37 |                         |
|  315 | rwlk.bsky.social            |                              |         21 |          5 | Trader. Poker player    |
| 1809 | heranyx.bsky.social         | Heranyx                      |         21 |         13 |                         |
| 2026 | ilo.bsky.social             | PrincesseOfCode              |         23 |          3 | Trying this app on m    |
|  946 | zheanna.bsky.social         | ℤHE                          |         21 |          3 | everything sound        |
|  794 | bus.bsky.social             | bus                          |         41 |         69 | words in the sky        |
| 1328 | dex.bsky.social             | dex                          |         27 |          4 |                         |
| 3845 | shirali.bsky.social         |                              |         21 |          9 |                         |
| 3566 | mikethree.bsky.social       | Mike Three                   |         25 |          6 | twitter.com/enjoyoor    |
| 1859 | usd.bsky.social             | usd                          |         22 |         22 | US Federal Reserve b    |
|  433 | ericzhu.bsky.social         | Eric Zhu                     |         21 |          4 | 15 years old | co-fo    |
| 3885 | louisd.bsky.social          |                              |         25 |         16 |                         |
|  839 | msciguy.bsky.social         | Kiefer Joe Burgess 👾🎏      |         30 |         20 | 🇨🇦 Haligonian |👾 You   |
|  286 | deanpierce.net              | Dean Pierce                  |         25 |         20 | #HackThePlanet 🧑‍💻🌎🌍 |
| 2185 | einschtein.bsky.social      | ein                          |         32 |         36 | 2D crypto data-dog;     |
|  283 | acrylic.bsky.social         | acrylic                      |         28 |         31 |                         |
| 1662 | yeti.bsky.social            | yeti 🌟                      |         22 |         31 |                         |
| 3602 | montoya.bsky.social         | Montoya                      |         39 |         35 | Product Manager / Re    |
|  449 | swag.money                  |                              |         23 |          3 |                         |
| 2681 | guywhoposts.bsky.social     | guy who posts 🚩🚩🚩         |         23 |          6 | soul alchemist          |
| 4329 | opaque.bsky.social          |                              |         23 |          5 |                         |
|  266 | monolithbrah.bsky.social    | monolithbrah                 |         42 |         91 | crypto-left's reply     |
| 3682 | 0xperp.bsky.social          | Nate                         |         29 |         21 | adjacentresearch.xyz    |
| 2064 | gir.bsky.social             | Gir                          |         22 |          4 | henlo                   |
| 2817 | melon.bsky.social           | Rasukix                      |         23 |          3 | Just your local NEET    |
| 3678 | cantelopepeel.bsky.social   | cantelopepeel                |         28 |          8 |                         |
| 3505 | velvetmilkman.bsky.social   | VelvetMilkman 🥛             |         21 |          3 | interning @figmentca    |
| 4369 | 0xedgar.bsky.social         | Edgar                        |         23 |          4 |                         |
| 3141 | brixfarm.bsky.social        | Brix Bounty Farm             |         25 |         24 | Growing vegetables t    |
| 1740 | ana.goose.art               | ana howard 🌈                |         21 |          3 |                         |
|  377 | lego.bsky.social            |                              |         21 |         14 |                         |
| 2101 | shitposter.bsky.social      | Arnold                       |         26 |         26 | I shitpost and do wo    |
| 7815 | totlsota.bsky.social        |                              |         41 |         37 |                         |
| 5048 | hobbes.bsky.social          | Hobbes                       |         22 |         21 | Pursuer of instant g    |
|  523 | 8888.bsky.social            | 0xSami                       |         35 |         34 | henlo                   |
|  337 | l4rz.bsky.social            |                              |         22 |          4 |                         |
| 3519 | jackmelnick.bsky.social     | jack melnick                 |         21 |          4 | i like the coins        |
+------+-----------------------------+------------------------------+------------+------------+-------------------------+


Block 673 (size 52)
+------+------------------------------+--------------------------+------------+------------+------------------------+
|      | handle                       | display_name             |   fs_count |   fg_count | description            |
|------+------------------------------+--------------------------+------------+------------+------------------------|
| 6551 | asma.bsky.social             |                          |         86 |         87 |                        |
| 5448 | mojih.bsky.social            | موشتبا                   |         78 |         75 |                        |
| 6830 | mammad.bsky.social           | Mohammad                 |         65 |         67 | :)                     |
| 6085 | elamir.ir                    | elamir                   |         58 |         61 | INTPBack-end develop   |
| 6506 | shah.bsky.social             | شاه                      |         55 |         57 |                        |
| 5662 | hrastegaran.bsky.social      | Hani Rastegaran          |         66 |         41 | فعلاً اومدم ببینم چه    |
| 7010 | timiro.bsky.social           | Timi                     |         84 |         84 | Backend Developer      |
| 6219 | xrp.bsky.social              | XRP army ✓⃝               |         44 |         24 |                        |
| 5986 | alirezanistam.bsky.social    | alirezanistam✓⃝           |         46 |         32 |                        |
| 6378 | mrdot.bsky.social            | YouSefi ✓⃝                |         74 |         55 |                        |
| 6334 | mahshid.bsky.social          |                          |         46 |         42 |                        |
| 6279 | ka3bgram.com                 | nastaran ۞               |         58 |         44 | web developer          |
| 6379 | alirezza.bsky.social         | Alireza Seydi            |         51 |         50 | 🅰️                      |
| 6090 | parasto.bsky.social          | parastoo                 |         64 |         49 |                        |
| 6346 | shahram.bsky.social          | Shahram                  |         48 |         36 |                        |
| 6194 | amirmghr.bsky.social         | Amir                     |         54 |         38 |                        |
| 6632 | lilypad.bsky.social          | نفر۳۹م                   |         47 |         27 |                        |
| 6127 | mahnaz.bsky.social           | مهناز                    |         41 |         22 |                        |
| 6586 | bustedmind.bsky.social       | کایوتی                   |         49 |         31 | کسی اون روی سگ منو ن   |
| 6521 | shiva.bsky.social            | Shiva                    |         57 |         42 | AI                     |
| 6802 | farolito.bsky.social         | - ꜰᴀʀᴏʟɪᴛo -             |         45 |         48 |                        |
| 5466 | reyhane-mirza.bsky.social    | Melani                   |         51 |         46 |                        |
| 6714 | mehdee.bsky.social           | Mehdee                   |         49 |         32 |                        |
| 7182 | meti.bsky.social             | Meti ✓⃝                   |         49 |         49 |                        |
| 6300 | alighd.bsky.social           | AliGh                    |         47 |         38 | Programmer             |
| 6633 | chertolism.bsky.social       | Chertolism               |         51 |         60 |                        |
| 6701 | ersaz997.bsky.social         |                          |         44 |         27 |                        |
| 7187 | ariian.bsky.social           | Arian                    |         59 |         40 | •͎ ɢʀᴀᴘʜɪᴄ ᴅᴇꜱɪɢɴᴇʀ•    |
| 6471 | parnian.bsky.social          | Parnian                  |         62 |         44 |                        |
| 6172 | erf.bsky.social              | Erfan                    |         37 |         16 | Software Engineer      |
| 6823 | mazaheri.bsky.social         | Mahdi                    |         56 |         30 | {Software Developer    |
| 7581 | eventmanager.bsky.social     | Rick Sanchez 🩶 ریک سانچز |         51 |         27 | Event Organizer, Com   |
| 6663 | nourbakhsh.bsky.social       | Mohammad #               |         46 |         41 | Product Management E   |
| 6511 | mohamadreza.bsky.social      | Mohammad Reza 💻         |         46 |         27 | I ❤ code               |
| 6861 | mrghati.bsky.social          | MrGhati®                 |         63 |         42 | از نود و هفتادوپنج س   |
| 6857 | seyed.bsky.social            | Seyed                    |         47 |         37 | خب برنامه چیه کلا؟     |
| 6247 | parisin.bsky.social          | Samira                   |         44 |         23 | 🕊️ زن زندگی آزادی 🕊️     |
| 6134 | parsa.bsky.social            | Parsa                    |         63 |         61 | 3D Artist VFX          |
| 6503 | nahid.bsky.social            | Nahidi ✓⃝                 |         67 |         59 | it happened for a re   |
| 6850 | amirr.bsky.social            | Amir abdollahi           |         66 |         52 |                        |
| 6344 | am1n.bsky.social             | Amin                     |         41 |         14 | Economic               |
| 6347 | firouzeh.bsky.social         | Firouzeh                 |         49 |         26 | گیم، تکنولوژی، مارول   |
| 7217 | alirez.bsky.social           | Alireza moftakhar ✪      |         67 |         67 | #bitcoin ₿             |
| 6352 | hamednaseri.bsky.social      | Hamed Naseri             |         52 |         48 | Everything is Possib   |
| 7202 | saal1one.bsky.social         | Mahdi Shahidi            |         67 |         61 | YouTuber, Founder of   |
| 7213 | eenjavi.bsky.social          | Esmaeil Enjavi           |         66 |         58 | Web Developer 👨🏻‍💻#ز |
| 6267 | saeed7.bsky.social           | SAEED                    |         38 |         17 |                        |
| 6739 | tajrishi.bsky.social         | رضا امیدوار تجریشی       |         52 |         25 | عضو شورای مرکزی حزب    |
| 6626 | mahdikhaki.bsky.social       |                          |         63 |         63 |                        |
| 6576 | alirezaaskari.com            | Alireza Askari           |         53 |         52 | Medical Intern         |
| 6441 | abdolrezakhaledi.bsky.social | دهاتی                    |         60 |         69 | I am teacher. https:   |
| 6263 | mahbod.one                   | Mahbod                   |         43 |         19 | U of C ‘27 Psy.مخالف   |
+------+------------------------------+--------------------------+------------+------------+------------------------+


Block 7741 (size 50)
+------+----------------------------+------------------+------------+------------+-----------------------+
|      | handle                     | display_name     |   fs_count |   fg_count | description           |
|------+----------------------------+------------------+------------+------------+-----------------------|
| 7546 | gildad.bsky.social         | Gildad           |        131 |         79 | زن، زندگی، آزادی      |
| 6811 | nomia.bsky.social          | نومیا            |        113 |         88 | همون همیشگی           |
| 7570 | yohan.bsky.social          | Yohan            |         98 |         51 |                       |
| 7189 | forooghm.bsky.social       | فروغ             |        113 |         80 | دکتر فروغ هم میگن     |
| 6965 | doopi.bsky.social          | سحر              |        101 |         26 | پاهای کثیفی دارم      |
| 6016 | noosha.bsky.social         | Noosha           |         91 |         50 | همون فرندفیدیه مامان  |
| 7545 | parisa.bsky.social         | Parsun           |        105 |         42 |                       |
| 7999 | rooziroozegari.bsky.social | MaryaM           |        108 |         55 |                       |
| 6542 | conformist.bsky.social     | Conformist       |         82 |         42 |                       |
| 7564 | safuram.bsky.social        | safuram          |         76 |         44 |                       |
| 7567 | masoud.bsky.social         | M∂s♥ud           |         72 |         32 | رباتی در پوسته انسان  |
| 7568 | adomide.bsky.social        | adomide          |        128 |         63 | اهل همین نزدیکی‌ها..   |
| 5523 | vida.bsky.social           | VivaVida         |         98 |         66 | همون همیشگی           |
| 7154 | edi.bsky.social            | Hadi             |         91 |         53 |                       |
| 2532 | naneezz.bsky.social        | Nanii            |         70 |         43 |                       |
| 7210 | nimxa.bsky.social          | ½A               |         81 |         50 | If I'm here, it's to  |
| 7566 | mazafard.bsky.social       | Maza             |         90 |         59 |                       |
| 6534 | porshoor.bsky.social       | Me⚖️di            |         87 |         47 |                       |
| 5522 | mimjan.bsky.social         |                  |         97 |         50 |                       |
| 2533 | atshani.bsky.social        | Mohammad Atshani |         81 |         56 | وسیع باش و تنها و سر  |
| 6647 | reza1i.bsky.social         | رضا              |         70 |         30 | دایره زندگی همچون مر  |
| 5796 | freewill.bsky.social       | freewill         |         63 |         40 | بیشتر چرت و پرت می گ  |
| 5316 | maryjuana.bsky.social      | MaryJuana        |         63 |         30 | I’m very controversi  |
| 6060 | zainab.bsky.social         | Ziz              |         61 |         21 | Oh babe! You know No  |
| 3107 | gavazn.bsky.social         | ‏𐂂 گَوَزْنْ           |         47 |          8 |                       |
| 6865 | farbod.bsky.social         | FBodi            |         77 |         60 |                       |
| 6414 | nargesazad.bsky.social     | NargesAzad       |         56 |         10 | 👽 NPC: goddess of si |
| 5761 | selene.bsky.social         | سلنه جون         |         67 |         31 |                       |
| 7095 | morteza.bsky.social        | Morteza          |         50 |         19 |                       |
| 6859 | hssn.bsky.social           | حســـــــنے      |         55 |         21 |                       |
| 1721 | yekmohammad.bsky.social    | یک محمد          |         51 |         31 |                       |
| 6078 | riznevesht.bsky.social     | Riz Nevesht      |         51 |         31 |                       |
| 2405 | ghadamkheir.bsky.social    | نصرین            |         45 |         23 | اشتباه شاگرد قناد بو  |
| 6642 | mojtabaa.bsky.social       | mojtaba          |         41 |          9 | FOLLOWER DISCRETION   |
| 7027 | guilaneh.bsky.social       | Guilaneh         |         35 |         15 | Cat Mom, Dreamer, Im  |
|  149 | noo0nii.bsky.social        | نونی             |         24 |         47 |                       |
|  192 | sima.bsky.social           | 2ndmoon          |         25 |         22 |                       |
| 6264 | fatik.bsky.social          | Fatik            |         39 |         62 |                       |
| 5940 | niils.bsky.social          | Lotus 🪷          |         38 |         20 | نیلــــــــــــز      |
| 7981 | donwp.bsky.social          | DonWp            |         43 |         32 |                       |
| 4598 | mania.bsky.social          | Mania            |         50 |         14 |                       |
| 6523 | saeedh.bsky.social         | Saeed            |         63 |         33 | پدر #آیین‌بابا و دای   |
|  147 | roozhin.bsky.social        | Roozhin          |         25 |         84 | با صدای پیانو میشه ب  |
| 5960 | adashelby.bsky.social      | Ada shelby       |         25 |          4 | من همونم که یه روز    |
|  189 | shompi.bsky.social         |                  |         21 |         14 |                       |
| 5978 | elaahe.bsky.social         |                  |         39 |         13 |                       |
| 1078 | noushfar.bsky.social       | Noushfar         |         25 |         12 |                       |
| 7181 | shtir.bsky.social          |                  |         26 |         17 |                       |
| 7543 | success.bsky.social        | success          |         21 |          7 |                       |
| 2401 | dokhtarhaji.bsky.social    | Dokhtarhaji      |         39 |         13 |                       |
+------+----------------------------+------------------+------------+------------+-----------------------+


Block 2232 (size 50)
+------+-----------------------------+---------------------------------+------------+------------+-------------------------+
|      | handle                      | display_name                    |   fs_count |   fg_count | description             |
|------+-----------------------------+---------------------------------+------------+------------+-------------------------|
|  627 | deus.bsky.social            | Tim Яods                        |         81 |         50 | 30 🏳️‍🌈 mineiro 🔺  d    |
|  617 | sorrabg.bsky.social         | Mivatsug Sorrab                 |         82 |         66 | ❤️🔒 “Esta é uma obra    |
| 6065 | rthur.bsky.social           | Arthur                          |        105 |         84 | I had some dreams, t    |
| 5739 | nieldan.bsky.social         | Daniel                          |         78 |         52 | Pai da Lize e do Cal    |
| 1021 | fenrir.bsky.social          | Gus                             |         56 |         38 | Videogames e nerdice    |
| 1091 | adeusale.bsky.social        | alezinho                        |         60 |         66 | fã da taylor swift,     |
| 5615 | dansouza1104.bsky.social    | barbucrush - ariano torto 🏳️‍🌈✨ |         58 |         37 | Áries, e ascendente     |
|  554 | joaohenriquepda.bsky.social | João Henrique 🏳️‍🌈               |         43 |         16 | https://twitter.com/    |
| 2470 | evannorth.bsky.social       | Evan                            |         52 |         42 |                         |
| 2310 | gabiu.bsky.social           | Gabriel                         |         36 |         19 | I’M HERE                |
|  391 | blessedboy.bsky.social      | romulo                          |         46 |         25 | don’t tell me I’m le    |
|  560 | br1.bsky.social             | BR1                             |         37 |         20 | peraínda q eu acabei    |
|  468 | djgutorodrigues.bsky.social | Guto 🏳️‍🌈                        |         40 |         22 | instagram.com/djguto    |
| 5799 | gutoappolo.bsky.social      | Gustavo                         |         48 |         25 | Xbox/PlayStation - g    |
|  407 | corifeu.bsky.social         | Corifeu                         |         51 |         27 | Desenvolvendo habili    |
|  612 | borocoxinha.bsky.social     | Ítalo                           |         38 |         11 | Ainda não sei o que     |
|  569 | thmarinho92.bsky.social     | Thiago Marinho                  |         38 |         12 |                         |
|  588 | everton.bsky.social         | ton                             |         25 |          7 | I’m ton.                |
| 4112 | rafacentrism.bsky.social    | rafael                          |         36 |         18 |                         |
| 1568 | marcio.bsky.social          | Márcio                          |         37 |         20 | eu sei la meu anjo📍F   |
|  280 | victormkt.com.br            | Victor Rodrigues                |         44 |          8 | Especialista em #Mar    |
|  451 | lucasbsce.bsky.social       | Lusca fusca                     |         33 |         12 | Omo multi ação          |
| 3995 | odesplugado.bsky.social     | ODesplugado                     |         33 |         15 | ♌ Leonino🎂 24/07📍 Ca |
|  459 | drammok.bsky.social         | Drammok                         |         27 |          7 | 🎥 Streamer Parceiro    |
| 1528 | danpersil.bsky.social       | Daniel Pereira                  |         42 |         17 |                         |
|  203 | nandogorski.bsky.social     | Nan                             |         21 |         11 |                         |
|  729 | jpsrodrigues.bsky.social    | Joao Paulo                      |         38 |         18 | Trouxe minha indispo    |
| 2576 | robertoferrari.bsky.social  | Roberto Ferrari                 |         23 |          6 | 📍Porto Alegre/RS🎮 SW  |
| 1947 | ptcklucas.bsky.social       | Patrick L.                      |         21 |         17 | Designer Gráfico -BS    |
| 3117 | edinho.bsky.social          | Edinho - Lirou                  |         35 |         18 | 🏳️‍🌈 @Twitch and @ti     |
|  398 | mcsolha.bsky.social         | matheus                         |         35 |         12 | cheguei aqui também     |
| 1531 | casperdiogo.bsky.social     | Diogo Rodrigues Martins         |         28 |         13 | Amante da natureza,     |
|  598 | danilocipriano.bsky.social  | Danilo Cipriano                 |         23 |          5 | a natural disaster      |
|  619 | calvi.bsky.social           | Calvi                           |         23 |          4 | Olar.                   |
|  273 | eduluiz.bsky.social         | Edu                             |         44 |         33 |                         |
|  699 | guizrh.bsky.social          | Guilherme Soares                |         29 |          3 | Linguist and some ot    |
|  498 | guileite.bsky.social        |                                 |         26 |         17 |                         |
| 4138 | essenariz.bsky.social       | TK                              |         26 |          7 | with magic soakin' m    |
|  465 | viioliver.bsky.social       | vini 🪶                         |         23 |          4 | estou em modo de eco    |
|  514 | juniorfonseca.bsky.social   | Júnior Fonseca                  |         21 |          3 | Digiescolhido🥚Geek 💾  |
| 1081 | anesteboy.bsky.social       | Samuel                          |         29 |          7 |                         |
| 2330 | igordoo.bsky.social         | Igor do Ó                       |         28 |          9 |                         |
|  623 | rodrigox.bsky.social        | rod                             |         22 |          5 | e to aqui e eu amei     |
| 1697 | cleytinho.bsky.social       | Rita Cadilacre                  |         23 |          7 | Elon Musk se lasque     |
| 7085 | ralph.bsky.social           | Ralph                           |         21 |          6 | Quando eu cheguei is    |
| 1356 | dem3eter.bsky.social        | Dem3éter 💎                     |         28 |          7 | 🏳️‍🌈 27. Desempregad     |
| 1032 | kwm68.bsky.social           | uill                            |         26 |          7 | .                       |
| 1364 | danielbtx.bsky.social       | Daniel Teixeira                 |         24 |         11 |                         |
